"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Healthy dessert option. I had such a lovely time catching up with m5lake. #foodporn @ PizzArte New York http://t.co/J6nQSV1r8x",FALSE,0,NA,2014-12-12 21:27:06,FALSE,NA,"543517423966879745",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MarquisBiasNYC",0,FALSE,FALSE,"-73.977389","40.762958"
"#Healthcare #Job alert: Speech pathology job in Fort Myers, Florida ... | Soliant Health | #FortMyers, FL http://t.co/80zLaqMyKa",FALSE,0,NA,2014-12-12 21:26:44,FALSE,NA,"543517330337067009",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Schools",0,FALSE,FALSE,"-81.8723084","26.640628"
"Case Management Registered Nurse (RN) cont... - Supplemental Health Care: (#OverlandPark, KS) http://t.co/TTkWwpH7ZU #Nursing #Job",FALSE,0,NA,2014-12-12 21:26:42,FALSE,NA,"543517324460834817",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ksk_NURSING",0,FALSE,FALSE,"-94.6812086","38.9930421"
"#Physician #Job in #ETOWAH, TN: Staff Physician at TeamHealth http://t.co/EaNP7aGiWo #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:26:42,FALSE,NA,"543517321453518848",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_TNC_health",0,FALSE,FALSE,"-84.5259425","35.3223229"
"Beef stew with french bread for lunch, and here I am getting it off! #fitness #health #stayhungry… http://t.co/yBJVbDsv9z",FALSE,0,NA,2014-12-12 21:26:31,FALSE,NA,"543517276897824768",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","sam_sith",0,FALSE,FALSE,"-84.24663705","33.84257976"
"#HiltonHeadIsland, SC #Healthcare #Job: Physical Therapist Needed in Hilton... at Supplemental Health Care http://t.co/E9lRtp0k0U",FALSE,0,NA,2014-12-12 21:26:11,FALSE,NA,"543517194374479874",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_gas_health",0,FALSE,FALSE,"-80.73991","32.21636"
"Supplemental Health Care: PCU and Telemetry jobs in NC (#Manson, NC) http://t.co/15KeYEtN9C #Nursing #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:26:11,FALSE,NA,"543517191052615680",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","WorkWithSHC",0,FALSE,FALSE,"-78.3159411","36.4862274"
"#Healthcare #Job in #Greensboro, NC: Occupational Therapist (OT) Ski... at Accountable Healthcare Staffing http://t.co/UiNjjIHcmO",FALSE,0,NA,2014-12-12 21:26:07,FALSE,NA,"543517175332364288",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_nct_health",0,FALSE,FALSE,"-79.8856824","36.127028"
"""those damn kids, they r so entitled &amp; vapid!"" --baby boomer while votimg for his own health care &amp; retirement instead of for school funding",FALSE,0,NA,2014-12-12 21:25:57,FALSE,NA,"543517133716873216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chillowe",0,FALSE,FALSE,"-84.3456833","30.4825784"
"If you're serious about your training, your health goals, and being the best you can be, that's the place to go. I would be there if could!",FALSE,0,NA,2014-12-12 21:25:46,FALSE,NA,"543517089529868288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MattDelGrosso",0,FALSE,FALSE,"-80.8804465","35.0860937"
"VCU Health System #Healthcare #Job: Occ Ther Assistant (#Richmond, VA) http://t.co/v34uIkNgfT #Jobs http://t.co/LcqFEdr0dE",FALSE,0,NA,2014-12-12 21:23:29,FALSE,NA,"543516514683322368",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","VCUHealthJobs",0,FALSE,FALSE,"-77.469092","37.542979"
"Thanks @CHRankings for great conversation and contributions to building healthier communities",FALSE,0,NA,2014-12-12 21:23:29,FALSE,NA,"543516511613517824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MonicaHVinluan",0,FALSE,FALSE,"-77.45159182","38.94540131"
"#Nursing #Job in #Springfield, MO: Practice Nurse LPN at Mercy Health http://t.co/B8INhsuBoq #VeteranJob #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:23:28,FALSE,NA,"543516509524328448",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","MercyJobs",0,FALSE,FALSE,"-93.274092","37.1799869"
"#Hartford, CT #Healthcare #Job: Physical Therapy position at a school near Hartford, CT at Soliant Health http://t.co/Mt0xXVtum3",FALSE,0,NA,2014-12-12 21:23:23,FALSE,NA,"543516490222149632",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Schools",0,FALSE,FALSE,"-72.6850932","41.7637111"
"#Frederick, MD #Nursing #Job: Travel RN / Registered Nurses Needed - Prefer... at Supplemental Health Care http://t.co/KWeJu0AWa7",FALSE,0,NA,2014-12-12 21:23:19,FALSE,NA,"543516472887111680",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","WorkWithSHC",0,FALSE,FALSE,"-77.4105409","39.4142688"
"Supplemental Health Care: Cancer Care Nurses Hematology and Oncology RN (#Topeka, KS) http://t.co/yQpo9l1iji #Nursing #Job #Jobs",FALSE,0,NA,2014-12-12 21:21:59,FALSE,NA,"543516135920893952",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ks_nursing",0,FALSE,FALSE,"-95.7247169","39.0609319"
"#NewHampton, IA #Nursing #Job: RN / Registered Nurse at Supplemental Health Care http://t.co/bc6Jza17BP #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:21:31,FALSE,NA,"543516016504868864",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ia_nursing",0,FALSE,FALSE,"-92.3176768","43.0591412"
"Supplemental Health Care #Nursing #Job: Seeking Travel Nurses (#ShowLow, AZ) http://t.co/YYqyPC2KIU #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:21:29,FALSE,NA,"543516008397291520",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_az_nursing",0,FALSE,FALSE,"-110.03","34.25"
"Cerner Jobs - Lead Cerner Analyst - Panama City, FL - Soliant Health: (#PanamaCity, FL) http://t.co/4Ytdh1UNHi #IT #Job #Jobs",FALSE,0,NA,2014-12-12 21:21:19,FALSE,NA,"543515969478328320",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_IT",0,FALSE,FALSE,"-85.6602058","30.1588129"
"How amino acids &amp; biostimulants grow healthier turf, VA Tech Research http://t.co/sh9cQmL23t @performancefert #Turf http://t.co/VXF9nCsDoF",FALSE,0,NA,2014-12-12 21:21:16,FALSE,NA,"543515954442145793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PerformanceFert",0,FALSE,FALSE,"-81.85725813","26.59894432"
"Pregame meal tonight includes these blueberry encrusted almond puppies.  #comboplatter #tasty #healthy http://t.co/2VeQxMOE64",FALSE,2,NA,2014-12-12 21:20:56,FALSE,NA,"543515869784309761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EagleCoachE",0,FALSE,FALSE,"-85.13477848","35.03597339"
"WORKFORCE HEALTH EDUCATOR, FCH - WORKFORCE HE... - Froedtert Health: (#MenomoneeFalls, WI) http://t.co/UwvM3bX3ls #Healthcare #Job",FALSE,0,NA,2014-12-12 21:20:50,FALSE,NA,"543515847906455552",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","FroedtertJobs",0,FALSE,FALSE,"-88.1173132","43.1788967"
"Office Coordinator - Mercy Health: (#FortSmith, AR) http://t.co/lI405MwpYl #Healthcare #VeteranJob #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:20:18,FALSE,NA,"543515712166187008",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","MercyJobs",0,FALSE,FALSE,"-94.3527919","35.3558329"
"#Gwinnett, GA #psychiatry #Job: Part time Psychiatry opportunity at Soliant Health http://t.co/L5PkEu9V3H #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:20:12,FALSE,NA,"543515688900362240",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_MDs",0,FALSE,FALSE,"-84.0167423","33.9190653"
"#Healthcare #Job alert: School job for OT near Oak Park, IL | Soliant Health | #OakPark, IL http://t.co/FHjNj1Zo3P #Jobs",FALSE,0,NA,2014-12-12 21:19:36,FALSE,NA,"543515537691537408",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Schools",0,FALSE,FALSE,"-87.7845025","41.8850317"
"@ESPNNFL Opportunity for #Redskins to make a trade, they have 3 healthy QBs.",FALSE,0,"ESPNNFL",2014-12-12 21:19:16,FALSE,"543514444563636225","543515452899880960","123417995","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thebmoc95",0,FALSE,FALSE,"-90.1467462","41.4580264"
"#TweetMyJobs #Nursing #Job alert: NICU RN Needed | Supplemental Health Care | #Albany, NY http://t.co/FrARjwrPWg #Jobs",FALSE,0,NA,2014-12-12 21:17:22,FALSE,NA,"543514973071089665",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","WorkWithSHC",0,FALSE,FALSE,"-73.7889689","42.6547387"
"I need a mental health day!!",FALSE,0,NA,2014-12-12 21:17:21,FALSE,NA,"543514969854468098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tameka1017",0,FALSE,FALSE,"-84.48934047","33.61410004"
"Mercy Health: Cert Respiratory Therapist (#Joplin, MO) http://t.co/POVrz04Sti #Healthcare #VeteranJob #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:17:18,FALSE,NA,"543514958399422464",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_mop_health",0,FALSE,FALSE,"-94.5274681","37.0603193"
"#Healthcare #Job in #Springfield, MO: Surgical Technologist at Mercy Health http://t.co/Mn9xoKPBRV #VeteranJob #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:17:17,FALSE,NA,"543514954213515264",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","MercyJobs",0,FALSE,FALSE,"-93.274092","37.1799869"
"#LongBranch, NJ #Healthcare #Job: Certified Home Health Aide at Barnabas Health Home Health and ... http://t.co/m1HAHEhk9l #Jobs",FALSE,0,NA,2014-12-12 21:16:49,FALSE,NA,"543514835963506688",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","JobsAtBarnabas",0,FALSE,FALSE,"-73.9923596","40.3042778"
"VON Canada: PSW/Respite Worker (#Bancroft, ON) http://t.co/Eaovv3lHBs #Healthcare #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:16:45,FALSE,NA,"543514818133504001",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ON_health",0,FALSE,FALSE,"-77.8548814","45.0558574"
"#Healthcare #Job alert: Full Time Speech Language Therapist (SLP) ... | Soliant Health | #Bolingbrook, IL http://t.co/fyAATsBJ18",FALSE,0,NA,2014-12-12 21:16:15,FALSE,NA,"543514694347010048",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Schools",0,FALSE,FALSE,"-88.0683955","41.6986416"
"#Nursing #Job in #Augusta, ME: COMPLETION BONUS, Operating Room RN Travel Job, Au... at Soliant Health http://t.co/ZbCw9xrsaj #RN",FALSE,0,NA,2014-12-12 21:15:38,FALSE,NA,"543514537136099328",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Nursing",0,FALSE,FALSE,"-69.7794897","44.3106241"
"Project Manager for Clinical Development Team - Iora Health -  Cambridge, MA: About Iora Health Iora Health is... http://t.co/gKdmMckH7t",FALSE,0,NA,2014-12-12 21:15:06,FALSE,NA,"543514404440915968",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","LR_Consulting",0,FALSE,FALSE,"-71.08242","42.365383"
"#Winchester, VA #Nursing #Job: Safety/Security Officer Job at Valley Health Nurses http://t.co/CY7Y70iA9P #Nurse #Nurse #Jobs",FALSE,0,NA,2014-12-12 21:15:03,FALSE,NA,"543514392533282817",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","ValleyHealthRNs",0,FALSE,FALSE,"-78.1633341","39.1856597"
"Leonardtown, MD SLP Job - Soliant Health: (#Leonardtown, MD) http://t.co/JiN62CpbCD #Healthcare #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:15:02,FALSE,NA,"543514385340059649",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_VAL_health",0,FALSE,FALSE,"-76.6357942","38.291238"
"#Healthcare #Job in #Charleston, SC: CVOR CST Needed in Beautiful Charlesto... at Supplemental Health Care http://t.co/7MsVSIXDg7",FALSE,0,NA,2014-12-12 21:14:37,FALSE,NA,"543514282160189440",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","WorkWithSHC",0,FALSE,FALSE,"-79.9479496","32.785895"
"#Healthcare #Job in #KansasCity, MO: Provider Records Technician -PRN- Da... at Saint Luke's Health System http://t.co/SO6a3sOEJq",FALSE,0,NA,2014-12-12 21:14:32,FALSE,NA,"543514262266585088",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","SaintLukesJobs",0,FALSE,FALSE,"-94.5785667","39.0997265"
"@unfoundation Kate Dodson opens digital health and #SDGs  panel #mHealth http://t.co/m9GGZE3Kvu",FALSE,0,"unfoundation",2014-12-12 21:14:29,FALSE,NA,"543514249113653248","39511166","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carolynflorey",0,FALSE,FALSE,"-77.02246452","38.89575459"
"#Racine, WI #Healthcare #Job: Racine, WI Contract School Therapy Job- Speech Language... at Soliant Health http://t.co/DRehZgDUMq",FALSE,0,NA,2014-12-12 21:14:25,FALSE,NA,"543514233745326080",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Schools",0,FALSE,FALSE,"-87.7828523","42.7261309"
"Mercy Health #Nursing #Job: Employee Health Nurse (#Northwest, AR) http://t.co/svRi3dZMa2 #VeteranJob #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:14:05,FALSE,NA,"543514148748161025",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","MercyJobs",0,FALSE,FALSE,"-92.2433487","36.0031934"
"#TweetMyJobs #Retail #Job alert: Retail Store Positions | CVS Health | #Clanton, AL http://t.co/0SLuPBEHA7 #Jobs",FALSE,0,NA,2014-12-12 21:14:03,FALSE,NA,"543514139855822849",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_mgm_retail",0,FALSE,FALSE,"-86.6335558","32.84814"
"#Clerical #Job in #Richmond, VA: Executive Secretary at VCU Health System http://t.co/Y1rhI1tNHa #Jobs http://t.co/SYAe7TidEt",FALSE,0,NA,2014-12-12 21:13:59,FALSE,NA,"543514124546609152",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","VCUHealthJobs",0,FALSE,FALSE,"-77.469092","37.542979"
"#Greenville, SC #Retail #Job: Retail Store Positions at CVS Health http://t.co/my8Y7vKyS4 #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:13:56,FALSE,NA,"543514111393296384",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_grn_retail",0,FALSE,FALSE,"-82.3583007","34.8687527"
"@JohnScargall Yeah,  as in ""don't touch my M&amp;G S if you want to stay healthy and beautiful"". Lol",FALSE,2,"JohnScargall",2014-12-12 21:13:50,FALSE,"543505289006555136","543514086864998400","263190091","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","JeanineLeiting",0,FALSE,FALSE,"-93.6229701","41.599238"
"Have any of you ever tried Christine Products? Give the gift of healthy hair this holiday season! Shop… http://t.co/f13NUkCGlI",FALSE,0,NA,2014-12-12 21:13:09,FALSE,NA,"543513912143282177",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","FaconConnect",0,FALSE,FALSE,"-84.38048026","33.72217426"
"#Nursing #Job alert: PATIENT CARE ASSISTANT, FH - BMT Job | Froedtert Health | #Milwaukee, WI http://t.co/dLXAGyzEVq #Jobs",FALSE,0,NA,2014-12-12 21:12:55,FALSE,NA,"543513854571851777",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","FroedtertJobs",0,FALSE,FALSE,"-87.9064736","43.0389025"
"#Healthcare #Job in #WinstonSalem, NC: Medical Billing Manager at Salem Solutions, LLC - Salem Med... http://t.co/n3B3hlY8db",FALSE,0,NA,2014-12-12 21:12:49,FALSE,NA,"543513828844003328",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_nct_health",0,FALSE,FALSE,"-80.3268812","36.0937141"
"#Anderson, SC #Healthcare #Job: Occupational Therapist at Supplemental Health Care http://t.co/rmcNiO1LpO #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:12:48,FALSE,NA,"543513824796491777",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_grn_health",0,FALSE,FALSE,"-82.65","34.51"
"#Kenosha, WI #Healthcare #Job: School Contract Job, SLP, Kenosha, WI. --- CFs Welcome... at Soliant Health http://t.co/j9xXAdEkcV",FALSE,0,NA,2014-12-12 21:12:25,FALSE,NA,"543513729476722688",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Schools",0,FALSE,FALSE,"-87.8211854","42.5847425"
"Epic Certified Cadence Build Analyst FTE Job - IL - Soliant Health: (#Chicago, IL) http://t.co/RU2WG8DzfV #IT #Job #Jobs",FALSE,0,NA,2014-12-12 21:11:45,FALSE,NA,"543513562488909824",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_IT",0,FALSE,FALSE,"-87.6297982","41.8781136"
"Niagara Health System #Clerical #Job: CLERICAL (#NiagaraFalls, ON) http://t.co/GZdqWhZjlN #hospitaljobs #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:11:14,FALSE,NA,"543513431593070592",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","nhscareers",0,FALSE,FALSE,"-79.0377388","43.0962143"
"Internal Medicine Physician Job in South GA - Soliant Health: (#SouthGA, GA) http://t.co/yfCusV2eJN #InternalMedicine #Job #Jobs",FALSE,0,NA,2014-12-12 21:11:08,FALSE,NA,"543513404296552449",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_gad_health",0,FALSE,FALSE,"-82.907123","32.1574351"
"Admitting Representative - Mercy Health: (#FortSmith, AR) http://t.co/FBYKmCzXnD #Healthcare #VeteranJob #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:11:06,FALSE,NA,"543513395073273856",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","MercyJobs",0,FALSE,FALSE,"-94.3527919","35.3558329"
"Ready for an exciting panel on digital tech for women &amp; child health in #post2015 agenda. @USAID #MDG #ict4d #mhealth http://t.co/gzCEfk7jXc",FALSE,0,NA,2014-12-12 21:10:25,FALSE,NA,"543513224063500288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","racpow",0,FALSE,FALSE,"-77.02403516","38.89626119"
"Soliant Health #psychiatry #Job: BC/BE Psychiatrist job for VT (#Montpelier, VT) http://t.co/kagJaOebhg #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:09:36,FALSE,NA,"543513020291239936",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_MDs",0,FALSE,FALSE,"-72.5753869","44.2600593"
"#Healthcare #Job in #NewHaven, CT: FINANCIAL ANALYST, NEMG at Yale New Haven Health Services http://t.co/7XEB9n0atB #Jobs",FALSE,0,NA,2014-12-12 21:09:26,FALSE,NA,"543512979224805376",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","GreenHospCareer",0,FALSE,FALSE,"-72.935109","41.302774"
"#IWGImpact digital tech to improve women's health now! #mHealth #innovation",FALSE,2,NA,2014-12-12 21:09:11,FALSE,NA,"543512914662281218",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carolynflorey",0,FALSE,FALSE,"-77.02246841","38.89575628"
"#Healthcare #Job in #SouthHill, VA: Group Fitness Instr at VCU Health System http://t.co/Pdu9MaFjWk http://t.co/yJhT8gKtxt",FALSE,0,NA,2014-12-12 21:09:07,FALSE,NA,"543512899570782208",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","VCUHealthJobs",0,FALSE,FALSE,"-78.1288857","36.726532"
"Soliant Health #Nursing #Job: CVOR RN Travel Job In Atlanta (#Atlanta, GA) http://t.co/UlxHHdbUby #RN #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:09:04,FALSE,NA,"543512883594674176",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Nursing",0,FALSE,FALSE,"-84.39","33.76"
"The Vitamin Shoppe: Health Enthusiast Part-Time (#Cattanooga, TN) http://t.co/56S6Vzzbiu #Retail #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:08:27,FALSE,NA,"543512729282043905",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_TNC_retail",0,FALSE,FALSE,"-85.155042","35.032158"
"Centegra Health System #HealthWelfare #Job: PERSONAL TRAINER (#Huntley, IL) http://t.co/VJJwIG4AEx #CentegraJobs #Jobs",FALSE,0,NA,2014-12-12 21:08:25,FALSE,NA,"543512723342897152",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","centegracareers",0,FALSE,FALSE,"-88.40097","42.176818"
"#Ardmore, OK #Nursing #Job: Registered Nurse at Mercy Health http://t.co/WuQ2pclcn8 #VeteranJob #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:07:51,FALSE,NA,"543512577523736577",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","MercyJobs",0,FALSE,FALSE,"-97.141276","34.189085"
"School is so unhealthy for me. Or maybe it's just John Carroll that's making my health deteriorate.",FALSE,1,NA,2014-12-12 21:07:43,FALSE,NA,"543512544803946496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neeneeboom_",0,FALSE,FALSE,"-81.5310581","41.4917116"
"It's that time again! #GottaDoThis #Fitness #Healthy #KeepinItTight (@ Victory Fitness Center - @getvictoryfit) https://t.co/iX8YS2zFbm",FALSE,0,NA,2014-12-12 21:07:24,FALSE,NA,"543512465045458944",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","cjt1028",0,FALSE,FALSE,"-83.092557","39.955393"
"#Minneapolis, MN #Education #Job: School Psych job in Minneapolis Area at Soliant Health http://t.co/sQpCdFxoJG #Jobs",FALSE,0,NA,2014-12-12 21:06:54,FALSE,NA,"543512340851728384",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","Soliant_Schools",0,FALSE,FALSE,"-93.2638361","44.9799654"
"CVS Health #Retail #Job: Pharmacist Full Time (#Lincoln, NE) http://t.co/JdvUMzdcF4 #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:06:49,FALSE,NA,"543512321159467008",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_NEO_retail",0,FALSE,FALSE,"-96.681679","40.806862"
"CVS Is no longer selling cigarettes and tobacco products. http://t.co/z1LyamzIlw #healthmatters #health #fightingcancer #tobaccofree",FALSE,1,NA,2014-12-12 21:06:27,FALSE,NA,"543512227731763200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","code_eeeee",0,FALSE,FALSE,"-86.16338503","40.02516021"
"So far I've had @FiveGuys_Crew and @tacobell on this trip. Keeping it healthy and totally winning!",FALSE,4,NA,2014-12-12 21:06:09,FALSE,NA,"543512153240899584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","campbellist",0,FALSE,FALSE,"-77.03618381","38.90258321"
"@johndickerson What Colbert interview with health http://t.co/ICbJjPomev woman are you talking about?",FALSE,0,"johndickerson",2014-12-12 21:05:47,FALSE,NA,"543512058097336322","15670644","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SimulXRT",0,FALSE,FALSE,"-76.74351693","38.53689874"
"Retail Store Positions - CVS Health: (#FountainInn, SC) http://t.co/DuqHhGBxHo #Retail #Job #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:05:41,FALSE,NA,"543512032192917504",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_grn_retail",0,FALSE,FALSE,"-82.2012383","34.6944533"
"Supplemental Health Care #Nursing #Job: Register Nurse OR PACU (#Lenexa, KS) http://t.co/PuvPuDkJAa #Jobs #TweetMyJobs",FALSE,0,NA,2014-12-12 21:05:10,FALSE,NA,"543511904396648449",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ksk_NURSING",0,FALSE,FALSE,"-94.7381013","38.9647235"
